"","TestId","AddId","concentration","reliability","used.model","log.x","log.y","nboot.gc","mu.model","lambda.model","A.model","integral.model","stdmu.model","stdlambda.model","stdA.model","ci90.mu.model.lo","ci90.mu.model.up","ci90.lambda.model.lo","ci90.lambda.model.up","ci90.A.model.lo","ci90.A.model.up","ci95.mu.model.lo","ci95.mu.model.up","ci95.lambda.model.lo","ci95.lambda.model.up","ci95.A.model.lo","ci95.A.model.up","mu.spline","lambda.spline","A.spline","integral.spline","mu.bt","lambda.bt","A.bt","integral.bt","stdmu.bt","stdlambda.bt","stdA.bt","stdintegral.bt","ci90.mu.bt.lo","ci90.mu.bt.up","ci90.lambda.bt.lo","ci90.lambda.bt.up","ci90.A.bt.lo","ci90.A.bt.up","ci90.integral.bt.lo","ci90.integral.bt.up","ci95.mu.bt.lo","ci95.mu.bt.up","ci95.lambda.bt.lo","ci95.lambda.bt.up","ci95.A.bt.lo","ci95.A.bt.up","ci95.integral.bt.lo","ci95.integral.bt.up"
"11","I2713","V",100,TRUE,"gompertz",FALSE,FALSE,0,4.05005389923927e-06,60521.8811341751,0.330796338129152,50795.4644728728,7.18372427964151e-08,738.276580553513,0.00144549630629152,3.93188163483917e-06,4.16822616363937e-06,59307.4161591646,61736.3461091856,0.328418496705302,0.333174179553001,3.9092529033583e-06,4.19085489512024e-06,59074.8590362902,61968.90323206,0.32796316536882,0.333629510889483,8.39179201529834e-06,75639.9297329704,0.346491851209815,51003.7150557794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","I2713","V",200,TRUE,"gompertz.exp",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63911594217978e-08,-431390.952605196,0.0136280334750665,2930.78213121377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","A2706","V",0,TRUE,"gompertz.exp",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31111386441543e-05,6305.64123258989,0.62931658926657,130319.439467947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","A2706","V",10,TRUE,"logistic",FALSE,FALSE,0,2.50092002448202e-05,13020.9563986802,0.39624741922178,95259.0852402627,5.13846920326278e-07,186.735213388318,0.000497273529137234,2.41639220608835e-05,2.5854478428757e-05,12713.7769726564,13328.135824704,0.395429404266349,0.39706543417721,2.40020602809807e-05,2.60163402086597e-05,12654.9553804391,13386.9574169213,0.395272763104671,0.397222075338889,2.98493022443287e-05,14627.8964348988,0.405200135131468,95304.4898752539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","A2706","V",25,TRUE,"richards",FALSE,FALSE,0,1.20305694933689e-05,19680.0302980496,0.164113481136079,39012.5602939366,1.94507174500069e-06,1762.67173792138,0.000752891818414814,8.83092647284274e-06,1.5230212513895e-05,16780.4352891689,22579.6253069303,0.162874974094786,0.165351988177371,8.21822887316752e-06,1.58429101135702e-05,16225.1936917237,23134.8669043755,0.162637813171986,0.165589149100172,1.13867957197454e-05,19085.1491557599,0.181964208875377,39019.505442838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","A2706","V",50,TRUE,"richards",FALSE,FALSE,0,3.98456050743712e-06,29061.5097109556,0.11041404836753,24508.5787070868,3.01433323067468e-07,1557.09764151888,0.000487453659688866,3.48870269099114e-06,4.48041832388311e-06,26500.0840906571,31622.9353312542,0.109612187097342,0.111215909637718,3.39375119422489e-06,4.57536982064936e-06,26009.5983335786,32113.4210883326,0.10945863919454,0.11136945754052,4.96574533205559e-06,34444.645623942,0.140809187112318,24487.9476742696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","A2706","V",100,TRUE,"richards",FALSE,FALSE,0,7.70856324518289e-07,83059.3226403593,0.0671813657484079,10409.1592739113,2.78510923594648e-08,2658.43768733506,0.000213373596373056,7.25041277586969e-07,8.16671371449608e-07,78686.1926446931,87432.4526360255,0.0668303661823743,0.0675323653144416,7.16268183493738e-07,8.2544446554284e-07,77848.7847731826,88269.860507536,0.0667631534995168,0.0675995779972991,1.6206279873046e-06,-3324.37932310601,0.0702475452063985,10444.4741673391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","A2706","V",200,TRUE,"gompertz.exp",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.19936416758919e-06,232889.258193983,0.162108644662661,3592.44776670531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","I2748","V",0,TRUE,"gompertz.exp",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35950502244519e-05,16231.8689820264,0.28353994215721,9698.58495994963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","I2748","V",10,TRUE,"logistic",FALSE,FALSE,0,2.99107780065117e-05,17589.8995021842,0.223396521148125,53624.4756526035,2.016158368891e-05,2891.73752230766,0.0062317785129963,-3.25502716174521e-06,6.30765831747687e-05,12832.9912779881,22346.8077263803,0.213145245494246,0.233647796802004,-9.60592602375185e-06,6.94274820367753e-05,11922.0939584612,23257.7050459072,0.211182235262653,0.235610807033598,4.65554439300052e-05,30474.5570637055,0.520411949855539,53888.5717269261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","I2748","V",25,TRUE,"richards",FALSE,FALSE,0,1.15989601784537e-05,57314.8046461195,0.759099458657842,145926.220482281,1.00835082148925e-05,54608.9278820442,0.0104809112758886,-4.98841083504451e-06,2.81863311919519e-05,-32516.8817198432,147146.491012082,0.741858359609005,0.776340557706679,-8.16471592273566e-06,3.13626362796431e-05,-49718.6940026871,164348.303294926,0.7385568725571,0.779642044758584,0.000111207357551611,81008.4763928063,0.778370329649201,145577.537135465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","I2748","V",50,TRUE,"gompertz",FALSE,FALSE,0,1.92496405507724e-05,31061.8229634441,0.143792666356608,32492.8216072056,3.71713565084658e-05,7952.91542645056,0.0124749367677866,-4.18972409056539e-05,8.03965220071986e-05,17979.2770869329,44144.3688399552,0.123271395373599,0.164313937339617,-5.36062182058206e-05,9.21054993073654e-05,15474.108727601,46649.5371992872,0.119341790291746,0.168243542421469,0.000174357491245908,81781.2343529978,0.740562755629909,32860.7728551483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","I2748","V",100,TRUE,"gompertz",FALSE,FALSE,0,5.85327992181707e-05,52253.5868866615,0.208912332267213,43253.512282372,0.000101229868161967,3407.61783605684,0.0116344803573154,-0.000107990333908265,0.000225055932344606,46648.055546348,57859.118226975,0.189773612079429,0.228051052454996,-0.000139877742379284,0.000256943340815626,45574.6559279901,58932.517845333,0.186108750766874,0.231715913767551,0.000117540556460578,100572.295053261,0.763895984003232,43803.7903099149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","I2748","V",200,TRUE,"gompertz.exp",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8575742653266e-05,213924.163191901,0.560877647424426,19897.4302723172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","A2706","V",0,TRUE,"gompertz.exp",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47422454099445e-05,6457.01658077854,0.613919726074291,129482.211192383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","A2706","V",10,TRUE,"logistic",FALSE,FALSE,0,2.3324251213002e-05,13136.6287559587,0.387367077323957,92930.0463313372,4.77596188383178e-07,195.0450567854,0.000497148385755313,2.25386054831117e-05,2.41098969428923e-05,12815.7796375467,13457.4778743707,0.38654926822939,0.388184886418525,2.2388162683771e-05,2.4260339742233e-05,12754.3404446593,13518.9170672581,0.386392666487877,0.388341488160038,2.7322511173251e-05,14517.7450057156,0.396775739748776,92958.8885593668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","A2706","V",25,TRUE,"logistic",FALSE,FALSE,0,1.1467073923998e-05,18321.0923796294,0.167818516834604,39558.9004656655,1.42552415539228e-06,1043.80938864148,0.00123568293249721,9.12208668837766e-06,1.38120611596183e-05,16604.0259353142,20038.1588239447,0.165785818410646,0.169851215258562,8.6730465794291e-06,1.42611012685668e-05,16275.2259778921,20366.9587813667,0.165396578286909,0.170240455382298,1.38998102334687e-05,21642.8206727149,0.202511761917455,39749.3016240687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","A2706","V",50,TRUE,"richards",FALSE,FALSE,0,3.92847992667674e-06,29284.8291234773,0.104910645001585,23342.8957341571,9.8495495871493e-08,504.353992808629,0.000142625841402401,3.76645483596814e-06,4.09050501738535e-06,28455.1668053071,30114.4914416475,0.104676025492478,0.105145264510692,3.73542875476862e-06,4.12153109858487e-06,28296.2952975724,30273.3629493822,0.104631098352436,0.105190191650733,3.27532664752559e-06,25848.8890925163,0.11000066625066,23333.0917666435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","A2706","V",100,TRUE,"gompertz",FALSE,FALSE,0,1.93359528840714e-06,108385.848697745,0.574100299279099,24820.9447144485,3.30665721042847e-08,1972.39931130174,0.0331268534541606,1.87920077729559e-06,1.98798979951869e-06,105141.251830654,111630.445564836,0.519606625347005,0.628593973211193,1.86878480708274e-06,1.99840576973154e-06,104519.946047594,112251.751347897,0.509171666508944,0.639028932049254,3.44693086747847e-06,108717.894156579,0.296347283602013,24692.1969139952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","A2706","V",200,TRUE,"richards",FALSE,FALSE,0,6.07348266412499e-06,210399.187050337,0.174677443743309,6883.60042183293,1.4901868192677e-07,490.749639904685,0.00104871037276629,5.82834693235546e-06,6.31861839589453e-06,209591.903892694,211206.47020798,0.172952315180108,0.17640257230651,5.78140604754852e-06,6.36555928070146e-06,209437.317756124,211361.05634455,0.172621971412687,0.176732916073931,7.21695548072381e-06,212502.935865139,0.186200338654383,7574.32431851863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","I2748","V",0,TRUE,"gompertz.exp",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62575044645114e-05,14609.14878264,0.274083485982685,10797.9549334225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","I2748","V",10,TRUE,"logistic",FALSE,FALSE,0,1.88824222124018e-05,14782.4412434071,0.137858670902815,33490.4230406574,1.64090619924479e-05,3644.21715187679,0.00487034166983247,-8.11048476517496e-06,4.58753291899787e-05,8787.70402856975,20777.1784582444,0.129846958855941,0.14587038294969,-1.3279339292796e-05,5.10441837175997e-05,7639.77562572856,21925.1068610856,0.128312801229943,0.147404540575687,3.42595553441971e-05,19839.8652104404,0.307626564404482,33655.7628025502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","I2748","V",25,TRUE,"gompertz",FALSE,FALSE,0,6.72504032928301e-06,12911.0639780045,0.507402538476192,103822.789094081,4.27036867267185e-07,2528.59039894902,0.00584080353690939,6.02256468262849e-06,7.42751597593753e-06,8751.53277173337,17070.5951842757,0.497794416657976,0.517010660294408,5.88804806943932e-06,7.56203258912669e-06,7955.02679606443,17867.1011599446,0.495954563543849,0.518850513408534,3.51189220850544e-05,55783.0619297604,0.596004210276895,103651.056235028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","I2748","V",50,TRUE,"logistic",FALSE,FALSE,0,6.46442560418847e-05,34084.7522814768,0.228929399226748,51625.9920943241,0.000145132786983578,4568.57186506395,0.0150115467011019,-0.000174099178546101,0.00030338769062987,26569.4515634466,41600.052999507,0.204235404903435,0.25362339355006,-0.000219816006445928,0.000349104518529697,25130.3514259514,43039.1531370021,0.199506767692588,0.258352030760908,5.07113280202367e-05,33790.3811035443,0.689797755222448,52082.3552896907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","I2748","V",100,TRUE,"logistic",FALSE,FALSE,0,1.96946077710206e-05,62477.4745722874,0.410078729827002,77290.6166539022,8.76932117763267e-06,5309.27585346542,0.0147347067908609,5.26907443381483e-06,3.41201411082263e-05,53743.7157933368,71211.2333512381,0.385840137156036,0.434317322497968,2.50673826286054e-06,3.68824772791806e-05,52071.2938994952,72883.6552450797,0.381198704516914,0.438958755137089,0.000160336373511476,154506.091130112,0.77930955047012,78160.7991830077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","I2748","V",200,TRUE,"gompertz",FALSE,FALSE,0,1.67372683693948e-06,128997.964891807,0.615683554087079,17606.9754951079,9.39924648431468e-07,62176.5855177328,0.799061698154857,1.27550790269711e-07,3.21990288360924e-06,26717.4817151371,231278.448068478,-0.698772939377661,1.93014004755182,-1.68525473986202e-07,3.51597914786515e-06,7131.85727705124,250864.072506564,-0.95047737429644,2.1818444824706,5.22220908401325e-06,191300.579121368,0.216888770104657,17300.9551124752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","I2711","V",0,TRUE,"logistic",FALSE,FALSE,0,5.1145760395062e-06,-33947.9372947299,0.551575301451471,127350.852583703,3.00873269734117e-07,4013.22592726202,0.00404988745815875,4.61963951079358e-06,5.60951256821883e-06,-40549.6939450759,-27346.1806443839,0.5449132365828,0.558237366320143,4.52486443082733e-06,5.70428764818507e-06,-41813.8601121635,-26082.0144772964,0.54363752203348,0.559513080869463,3.36663771558351e-05,6128.43169969655,0.60741029137379,127121.308919051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","I2711","V",10,TRUE,"richards",FALSE,FALSE,0,2.36061835825256e-05,14516.5233061428,0.354450597509609,85072.8437065452,8.22247520532203e-07,353.957477806908,0.000651309680325184,2.22535864112501e-05,2.4958780753801e-05,13934.2632551504,15098.7833571352,0.353379193085474,0.355522001933744,2.19945784422825e-05,2.52177887227687e-05,13822.7666496413,15210.2799626443,0.353174030536172,0.355727164483047,2.68887712831807e-05,15573.2687938306,0.364621029081813,85107.7819596023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","I2711","V",25,TRUE,"logistic",FALSE,FALSE,0,1.01999533385371e-05,19931.6595693179,0.157510755667257,36811.8095852782,2.03775440356125e-06,1769.75641894495,0.00192612379894395,6.84784734467881e-06,1.35520593323953e-05,17020.4102601535,22842.9088784824,0.154342282017994,0.16067922931652,6.20595470755702e-06,1.41939519695171e-05,16462.9369881858,23400.38215045,0.153735553021327,0.161285958313187,1.34216897793284e-05,24151.9153035928,0.191633498362853,37054.324428746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","I2711","V",50,TRUE,"gompertz.exp",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71139122297253e-06,192001.728170499,0.363563198579968,33867.1486876275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","I2711","V",100,TRUE,"gompertz",FALSE,FALSE,0,7.6528922193099e-06,120819.343315135,0.370288209718283,41653.8068602664,1.02801729596802e-07,338.739427305376,0.00101994466328997,7.48378337412316e-06,7.82200106449664e-06,120262.116957218,121376.569673052,0.36861040074717,0.371966018689395,7.45140082930017e-06,7.85438360931963e-06,120155.414037616,121483.272592654,0.368289118178234,0.372287301258331,1.23754450262322e-05,127817.155134699,0.387876226334347,42179.3362789545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","I2711","V",200,TRUE,"logistic",FALSE,FALSE,0,6.46518171269345e-06,205772.162977483,0.21168302894436,8317.11793737778,1.13892333328136e-07,311.104113648031,0.00131784083442295,6.27782882436867e-06,6.65253460101824e-06,205260.396710532,206283.929244434,0.209515180771735,0.213850877116986,6.24195273937031e-06,6.6884106860166e-06,205162.398914732,206381.927040233,0.209100060908891,0.214265996979829,8.04239933082426e-06,209312.252332549,0.219670911950413,9199.27858176707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","I2748","V",0,TRUE,"gompertz.exp",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77336226216385e-05,14554.4878798026,0.283533497181777,10924.5378679958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","I2748","V",10,TRUE,"logistic",FALSE,FALSE,0,1.87430987564546e-05,14900.9728234641,0.136066475094387,33041.7249375381,1.61482169990955e-05,3592.50264728384,0.00475292188012593,-7.82071820705755e-06,4.53069157199667e-05,8991.30596868218,20810.639678246,0.12824791860158,0.143885031587194,-1.29074065617726e-05,5.03936040746818e-05,7859.66763478777,21942.2780121404,0.12675074820934,0.145382201979434,3.26064004726635e-05,19760.236016765,0.301456059563488,33202.0888456631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","I2748","V",25,TRUE,"gompertz.exp",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000146020868827048,56364.3801802641,0.716873016189138,30436.3231676701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","I2748","V",50,TRUE,"logistic",FALSE,FALSE,0,2.49369867619109e-05,33842.790452515,0.302929839180389,67083.5961917051,1.98190286732091e-05,5540.71564024024,0.0133624079106658,-7.66531540551801e-06,5.75392889293398e-05,24728.3132243198,42957.2676807102,0.280948678167344,0.324911000193435,-1.39083094375789e-05,6.37822829614007e-05,22982.9877976442,44702.5931073859,0.276739519675484,0.329120158685294,6.7471971627496e-05,49618.7982537287,0.669452072650554,67165.5039838757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
