"","TestId","AddId","concentration","reliability","used.model","log.x","log.y","nboot.gc","mu.model","lambda.model","A.model","integral.model","stdmu.model","stdlambda.model","stdA.model","ci90.mu.model.lo","ci90.mu.model.up","ci90.lambda.model.lo","ci90.lambda.model.up","ci90.A.model.lo","ci90.A.model.up","ci95.mu.model.lo","ci95.mu.model.up","ci95.lambda.model.lo","ci95.lambda.model.up","ci95.A.model.lo","ci95.A.model.up","mu.spline","lambda.spline","A.spline","integral.spline","mu.bt","lambda.bt","A.bt","integral.bt","stdmu.bt","stdlambda.bt","stdA.bt","stdintegral.bt","ci90.mu.bt.lo","ci90.mu.bt.up","ci90.lambda.bt.lo","ci90.lambda.bt.up","ci90.A.bt.lo","ci90.A.bt.up","ci90.integral.bt.lo","ci90.integral.bt.up","ci95.mu.bt.lo","ci95.mu.bt.up","ci95.lambda.bt.lo","ci95.lambda.bt.up","ci95.A.bt.lo","ci95.A.bt.up","ci95.integral.bt.lo","ci95.integral.bt.up"
"47","I2748","V",100,TRUE,"gompertz",FALSE,FALSE,0,0.000298523914238587,238689.300927834,0.521676715021777,11300.2632502191,0.000553736095274945,1832.59056265785,0.0737904108497907,-0.000612371962488698,0.00120941979096587,235674.689452262,241703.912403406,0.400291489173872,0.643061940869683,-0.000786798832500306,0.00138384666097748,235097.423425024,242281.178430643,0.377047509756188,0.666305920287367,9.83199808582865e-05,95475.2421629798,0.67894514716876,71946.0738469415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","I2748","V",200,TRUE,"logistic",FALSE,FALSE,0,2.34378547693705e-06,116885.203573899,0.132148321929289,15367.895910459,8.1882333161344e-07,11023.8047262777,0.00956801266237366,9.96821096432942e-07,3.69074985744116e-06,98751.0447991723,135019.362348626,0.116408941099684,0.147887702758893,7.38891746974708e-07,3.94867920689939e-06,95278.5463103948,138491.860837403,0.113395017111036,0.150901626747541,3.83098340585923e-06,142067.71036967,0.170131277454465,15417.2831748679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","I2711","V",0,TRUE,"gompertz",FALSE,FALSE,0,2.41612093145295e-06,-104747.317663822,0.899629805743056,139481.503985662,1.37397943201864e-07,9577.92153338625,0.0455253223051358,2.19010131488589e-06,2.64214054802002e-06,-120502.998586242,-88991.6367414012,0.824740650551108,0.974518960935005,2.1468209627773e-06,2.68542090012861e-06,-123520.043869259,-85974.5914583846,0.81040017402499,0.988859437461122,3.40153515589979e-05,5866.04155072542,0.756947300286265,139489.487347055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","I2711","V",10,TRUE,"gompertz",FALSE,FALSE,0,1.78212981647486e-05,11660.0363941448,0.408981626739168,96679.4180734253,5.8711609401216e-07,414.366882217646,0.00107088423893884,1.68554921900986e-05,1.87871041393986e-05,10978.4028728968,12341.6699153928,0.407220022166113,0.410743231312222,1.66705506204847e-05,1.89720457090124e-05,10847.8773049982,12472.1954832914,0.406882693630848,0.411080559847488,2.65192077300014e-05,15396.9845764406,0.439846204610467,96728.6204431667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","I2711","V",25,TRUE,"logistic",FALSE,FALSE,0,1.04522181024411e-05,20338.1441269013,0.158828426182673,37074.9456349913,2.43139682760404e-06,2027.82857729243,0.00224379330722552,6.45257032103241e-06,1.44518658838497e-05,17002.3661172552,23673.9221365473,0.155137386192287,0.162519466173059,5.68668032033713e-06,1.5217755884545e-05,16363.6001154081,24312.6881383944,0.154430591300511,0.163226261064835,1.39248160047882e-05,24864.0020855802,0.201259403852375,37317.9209089458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","I2711","V",50,TRUE,"gompertz",FALSE,FALSE,0,1.02300645564859e-06,697.406866987871,0.220842949198812,31331.3677860128,6.14714529232689e-08,5471.37973627623,0.0104560978830159,9.21885915589815e-07,1.12412699570737e-06,-8303.01279918653,9697.82653316228,0.20364266818125,0.238043230216373,9.02522407918985e-07,1.1434905033782e-06,-10026.4974161135,11421.3111500893,0.2003489973481,0.241336901049523,6.71286793182506e-06,88559.2219210212,0.259481038753267,30990.8152398701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","I2711","V",100,TRUE,"gompertz",FALSE,FALSE,0,7.23962148482559e-06,117117.251383213,0.366285026216511,42091.3998337734,1.00078927499832e-07,363.732601367818,0.0010583106855383,7.07499164908837e-06,7.40425132056282e-06,116518.911253963,117715.591512463,0.3645441051388,0.368025947294221,7.04346678692592e-06,7.43577618272526e-06,116404.335484532,117830.167281894,0.364210737272856,0.368359315160166,1.22856740372642e-05,124649.101831009,0.387643055886144,42516.7839234459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","I2711","V",200,TRUE,"richards",FALSE,FALSE,0,2.02068363032784e-06,161955.291727551,0.180935880233323,9574.62951475044,2.3316382555233e-08,497.968509575035,0.00285558277583388,1.98232818102448e-06,2.0590390796312e-06,161136.133529301,162774.449925802,0.176238446567077,0.18563331389957,1.97498352051958e-06,2.0663837401361e-06,160979.273448784,162931.310006318,0.175338937992689,0.186532822473958,2.46944026298892e-06,173690.895280432,0.158353911555264,9622.87016498345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","I2759","V",0,TRUE,"gompertz",FALSE,FALSE,0,5.33163194458229e-06,5647.39691601572,0.627467577575887,117495.458327049,2.06969336770149e-07,2290.22346723607,0.00682768120010308,4.9911673855954e-06,5.67209650356919e-06,1879.97931241239,9414.81451961905,0.616236042001718,0.638699113150057,4.9259720445128e-06,5.73729184465178e-06,1158.55892023302,10136.2349117984,0.614085322423685,0.640849832728089,2.12901387574371e-05,32118.4109870528,0.735837136927239,116620.993512318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","I2759","V",10,TRUE,"gompertz",FALSE,FALSE,0,8.91119323337499e-06,50068.5941143305,0.480357719185602,86474.7820854658,3.73129291835632e-07,1205.24899417039,0.00315054999610396,8.29739554830538e-06,9.52499091844461e-06,48085.9595189202,52051.2287097408,0.475175064442011,0.485540373929193,8.17985982137716e-06,9.64252664537283e-06,47706.3060857566,52430.8821429045,0.474182641193238,0.486532797177966,1.76409245223867e-05,61039.9671971067,0.578159883631275,86244.35036818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","I2759","V",25,TRUE,"richards",FALSE,FALSE,0,8.30747693672017e-06,151967.235796094,0.415003277979907,35595.8139336332,1.939515742862e-07,754.110822621147,0.00231256933893162,7.98842659701937e-06,8.62652727642097e-06,150726.723492882,153207.748099306,0.411199101417365,0.41880745454245,7.92733185111922e-06,8.68762202232112e-06,150489.178583757,153445.293008432,0.410470642075601,0.419535913884213,2.54147977231351e-05,165224.351618145,0.430845786301811,36277.651660844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","I2759","V",50,TRUE,"gompertz",FALSE,FALSE,0,3.78200652404433e-06,181814.699860071,1.09291997968686,16077.7478865757,1.25520764245812e-07,2562.15186510332,0.0709097326459487,3.57552486685997e-06,3.9884881812287e-06,177599.960041976,186029.439678166,0.976273469484276,1.20956648988945,3.53598582612254e-06,4.02802722196613e-06,176792.882204469,186836.517515674,0.953936903700802,1.23190305567292,5.5215070289298e-06,202399.085808612,0.301226744214708,16262.7347931857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","I2759","V",100,TRUE,"richards",FALSE,FALSE,0,1.58439167029841e-06,245286.663568075,0.0263904195336414,304.497870317179,3.64356901979125e-08,276.001363420479,0.000809204054846971,1.52445495992284e-06,1.64432838067398e-06,244832.641325248,245740.685810901,0.0250592788634181,0.0277215602038647,1.5129777175105e-06,1.65580562308632e-06,244745.700895771,245827.626240379,0.0248043795861413,0.0279764594811415,1.43983302120656e-06,244043.24218219,0.0248729020495866,306.135768577995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","I2759","V",200,TRUE,"logistic",FALSE,FALSE,0,1.07184005152686e-06,206407.706514952,0.0604054516779658,1735.97057193375,7.17210681201791e-08,1997.90380135679,0.00586024465070618,9.53858894469169e-07,1.18982120858456e-06,203121.15476172,209694.258268184,0.0507653492275541,0.0700455541283775,9.31266758011313e-07,1.21241334504242e-06,202491.815064293,210323.597965612,0.0489193721625817,0.0718915311933499,1.18721594328462e-06,-5015.80492778218,0.0529924038480729,2850.26002583197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","I2711","V",0,TRUE,"gompertz",FALSE,FALSE,0,3.84678522633252e-06,-52237.4620763543,0.809590303521715,150501.876253444,1.44666994942266e-07,4053.62775886873,0.0120422312581996,3.6088080196525e-06,4.08476243301255e-06,-58905.6797396933,-45569.2444130152,0.789780833101976,0.829399773941453,3.56323791624568e-06,4.13033253641937e-06,-60182.572483737,-44292.3516689716,0.785987530255643,0.833193076787786,3.44572731784965e-05,6200.77458594717,0.776364284712418,150453.85680414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","I2711","V",10,TRUE,"logistic",FALSE,FALSE,0,2.4763383994613e-05,12893.3482746838,0.386643241755754,93044.354665274,5.2762573098473e-07,190.835546517368,0.000499041832451378,2.38954396671431e-05,2.56313283220828e-05,12579.4238006627,13207.2727487049,0.385822317941372,0.387464165570137,2.37292375618829e-05,2.5797530427343e-05,12519.3106035097,13267.3859458578,0.385665119764149,0.387621363747359,2.84077345926492e-05,14157.4135626986,0.400977259851147,93104.6504037819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","I2711","V",25,TRUE,"logistic",FALSE,FALSE,0,1.09731483737711e-05,20884.4622028057,0.18653674385878,43272.3568590879,3.39771377766334e-06,3018.68421032746,0.00373476979233848,5.38390920951494e-06,1.65623875380273e-05,15918.7266768171,25850.1977287944,0.180393047550383,0.192680440167176,4.31362936955099e-06,1.76326673779913e-05,14967.8411505639,26801.0832550475,0.179216595065796,0.193856892651763,1.23616793511084e-05,23425.7977104674,0.269010555474521,43508.1793894412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","I2711","V",50,TRUE,"logistic",FALSE,FALSE,0,4.76698749795315e-06,46466.0237238081,0.201430107214301,39028.0520573794,6.28271277249228e-07,3173.68970599959,0.00316692673217447,3.73348124687817e-06,5.80049374902813e-06,41245.3041574388,51686.7432901774,0.196220512739874,0.206639701688728,3.53557579454467e-06,5.99839920136164e-06,40245.5919000489,52686.4555475673,0.195222930819239,0.207637283609363,1.25709747984229e-05,67174.4906727074,0.354918754719337,39205.9771897094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","I2711","V",100,TRUE,"gompertz",FALSE,FALSE,0,7.74768526447402e-06,119419.444585067,0.370793986085049,42342.0117461111,1.07387000939495e-07,346.498390014221,0.00103204815542887,7.57103364792855e-06,7.92433688101949e-06,118849.454733494,119989.434436641,0.369096266869369,0.37249170530073,7.53720674263261e-06,7.95816378631543e-06,118740.30774064,120098.581429495,0.368771171700409,0.37281680046969,1.29773292538811e-05,126681.874034071,0.390461890361062,42836.1111816511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","I2711","V",200,TRUE,"gompertz",FALSE,FALSE,0,9.83889833523362e-07,110668.675284804,0.185488101146588,11355.8493572277,1.34842091556911e-08,1048.80974322039,0.00639594065793569,9.6170830946225e-07,1.00607135758447e-06,108943.383257207,112393.967312402,0.174966778764284,0.196009423528893,9.57460783578207e-07,1.01031888346852e-06,108613.008188092,112724.342381516,0.172952057457034,0.198024144836142,1.99707290747296e-06,116323.219766052,0.143776286243905,11304.6142818809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","I2759","V",0,TRUE,"gompertz",FALSE,FALSE,0,6.78220143116189e-06,13865.1242562123,0.565744995593202,112607.737276884,2.7805575445426e-07,1787.2272772912,0.00464185846201797,6.32479971508463e-06,7.23960314723915e-06,10925.1353850683,16805.1131273563,0.558109138423182,0.573380852763221,6.23721215243154e-06,7.32719070989224e-06,10362.1587927215,17368.089719703,0.556646953007646,0.574843038178757,2.1337839342769e-05,32424.3670439057,0.686789117219354,111879.742558007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","I2759","V",10,TRUE,"gompertz",FALSE,FALSE,0,5.78477273276832e-06,34470.1952173529,0.584610280046679,98494.4434038061,2.9107619725755e-07,2550.70171490356,0.00811618328760878,5.30595238827965e-06,6.26359307725699e-06,30274.2908963366,38666.0995383693,0.571259158538563,0.597961401554796,5.21426338614352e-06,6.35528207939311e-06,29470.819856142,39469.5705785639,0.568702560802966,0.600517999290392,2.19926662643252e-05,59122.4036762587,0.706119401554909,97519.803777124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","I2759","V",25,TRUE,"richards",FALSE,FALSE,0,6.82486714383323e-06,139826.454357089,0.410316728542298,39050.0863093542,1.21338658538151e-07,718.470990560113,0.00170557052850621,6.62526505053797e-06,7.02446923712849e-06,138644.569577618,141008.33913656,0.407511065022905,0.413122392061691,6.58704337309845e-06,7.06269091456801e-06,138418.251215591,141234.657498587,0.406973810306426,0.41365964677817,1.77025685607425e-05,148811.637056882,0.423630947659944,39215.9432293509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","I2759","V",50,TRUE,"richards",FALSE,FALSE,0,8.84908396082392e-06,186242.793990043,0.374159169597282,21133.6481196441,1.21638767448462e-07,385.864072543238,0.00147255203551049,8.6489881883712e-06,9.04917973327664e-06,185608.047590709,186877.540389376,0.371736821498867,0.376581517695697,8.61067197662494e-06,9.08749594502291e-06,185486.500407858,186999.087572227,0.371272967607682,0.377045371586883,1.40749442184646e-05,195795.269454194,0.390542238405172,21655.7825075212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","I2759","V",100,TRUE,"gompertz",FALSE,FALSE,0,3.80107730175452e-06,212960.686341777,1.00074060604004,7753.29559202911,4.24067674928589e-07,6964.5630430931,0.190223950822385,3.10348597649699e-06,4.49866862701205e-06,201503.980135889,224417.392547666,0.687822206937216,1.31365900514286,2.96990465889448e-06,4.63224994461455e-06,199310.142777315,226611.22990624,0.627901662428165,1.37357954965191,5.61007470056911e-06,224448.492111681,0.207111973382471,7659.38598814504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","I2759","V",200,TRUE,"gompertz",FALSE,FALSE,0,9.75099571593071e-07,225136.796052086,0.0846208803078548,733.409567072042,1.24884190342657e-08,368.127776178219,0.00289968405999,9.54556122281704e-07,9.95643020904438e-07,224531.225860273,225742.366243899,0.0798509000291713,0.0893908605865384,9.5062227028591e-07,9.99576872900231e-07,224415.265610777,225858.326493395,0.0789374995502745,0.0903042610654352,1.09105873745186e-06,228084.240768805,0.0349900878271326,731.96946739931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","I2713","V",0,TRUE,"gompertz",FALSE,FALSE,0,6.99228381558951e-06,-11265.0946478001,0.666252975052196,143644.681704131,1.5798995730937e-07,1174.11383360058,0.00275131210919748,6.7323903358156e-06,7.25217729536343e-06,-13196.5119040731,-9333.67739152715,0.661727066632566,0.670778883471826,6.68262349926315e-06,7.30194413191588e-06,-13566.3577616572,-8963.83153394296,0.660860403318169,0.671645546786223,2.11324540600579e-05,7145.43387006963,0.699997552074003,143376.450842908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","I2713","V",10,TRUE,"gompertz",FALSE,FALSE,0,8.85367891234983e-06,9668.65126552381,0.363809784902727,82890.6326748847,3.28925669321901e-07,829.108523188092,0.00152925689270897,8.3125961863153e-06,9.39476163838435e-06,8304.7677448794,11032.5347861682,0.361294157314221,0.366325412491234,8.2089846004789e-06,9.49837322422075e-06,8043.59856007515,11293.7039709725,0.360812441393018,0.366807128412437,1.98467997422083e-05,17886.7705574473,0.394752757349784,82695.3782758259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","I2713","V",25,TRUE,"gompertz",FALSE,FALSE,0,1.14051828660203e-05,49022.4277791208,0.338107129105422,65979.2106645949,2.48082810576886e-07,351.355030198652,0.000752400433573603,1.09970866426213e-05,1.18132790894193e-05,48444.448754444,49600.4068037976,0.336869430392193,0.33934482781865,1.09189405572896e-05,1.1891425174751e-05,48333.7719199315,49711.0836383102,0.336632424255617,0.339581833955226,2.23503765460341e-05,54473.2389966926,0.344328261291831,66052.4150914261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","I2713","V",50,TRUE,"gompertz",FALSE,FALSE,0,7.0305964665894e-06,95017.2140990499,0.30733448715881,43329.9541741848,1.41011570242137e-07,467.368507602908,0.000988754935731651,6.79863243354109e-06,7.26256049963772e-06,94248.3929040432,95786.0352940567,0.305707985289532,0.308960989028089,6.75421378891481e-06,7.30697914426399e-06,94101.1718241482,95933.2563739516,0.305396527484776,0.309272446832844,1.56785107033427e-05,103208.72770274,0.317534977569087,43399.9855796001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","I2713","V",100,TRUE,"gompertz",FALSE,FALSE,0,4.33310858064125e-06,67251.728203508,0.324725573285693,48935.3063342493,7.86454531436826e-08,698.592336403478,0.00136714768613359,4.20373681021989e-06,4.4624803510626e-06,66102.5438101243,68400.9125968918,0.322476615342004,0.326974531229383,4.17896349247963e-06,4.48725366880286e-06,65882.4872241572,68620.9691828589,0.322045963820872,0.327405182750515,9.25667486527731e-06,80875.0520987332,0.346417843694093,48884.7499947061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","I2713","V",200,TRUE,"gompertz.exp",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.58433935599663e-09,310234.050010931,0.00049151820039247,74.277401284411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","I2759","V",0,TRUE,"gompertz",FALSE,FALSE,0,4.26375616082098e-06,-3975.63911581995,0.721474966410836,120693.309486068,1.7296733232205e-07,3236.64198510363,0.0128308720405999,3.97922489915121e-06,4.54828742249075e-06,-9299.91518131542,1348.63694967552,0.700368181904049,0.742581750917622,3.92474018946976e-06,4.6027721321722e-06,-10319.4574066231,2368.17917498317,0.69632645721126,0.746623475610411,2.08633348646672e-05,32187.1233496945,0.784713544588567,119966.717092023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","I2759","V",10,TRUE,"gompertz",FALSE,FALSE,0,1.28867062410536e-05,54002.3334705887,0.48917543658136,90663.070210344,9.20180652409132e-07,1467.47655975364,0.00427305751858079,1.13730090678406e-05,1.44004034142666e-05,51588.3345297939,56416.3324113834,0.482146256963294,0.496204616199425,1.10831521623317e-05,1.46902603197755e-05,51126.0794134715,56878.5875277058,0.480800243844942,0.497550629317778,3.32401761983873e-05,111464.067719209,0.624494327233317,90602.1431016441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","I2759","V",25,TRUE,"gompertz",FALSE,FALSE,0,6.8978731459649e-06,133029.366583267,0.416061798410322,38911.8424832012,2.9468735320306e-07,1279.28980292352,0.0052583567864474,6.41311244994586e-06,7.38263384198393e-06,130924.934857458,135133.798309077,0.407411801496616,0.424711795324028,6.3202859336869e-06,7.4754603582429e-06,130521.958569537,135536.774596998,0.405755419108885,0.426368177711759,5.93637675898117e-05,154634.802288611,0.436792312054682,40154.3822994283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","I2759","V",50,TRUE,"richards",FALSE,FALSE,0,6.10179641444249e-06,162911.035870465,0.386737667496718,26657.8038175633,4.69286136951534e-08,306.626848571776,0.00123555542712075,6.02459884491397e-06,6.17899398397102e-06,162406.634704564,163415.437036365,0.384705178819104,0.388770156174332,6.00981633159999e-06,6.193776497285e-06,162310.047247264,163512.024493665,0.384315978859561,0.389159356133875,9.53311798359415e-06,177057.353091375,0.401726477472553,26711.1759196417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","I2759","V",100,TRUE,"gompertz",FALSE,FALSE,0,1.5972416992995e-06,169912.10218448,0.179353799679276,6763.94440671969,1.09442375102514e-08,309.624857819713,0.00291097044979246,1.57923842859514e-06,1.61524497000386e-06,169402.769293367,170421.435075594,0.174565253289367,0.184142346069184,1.57579099377941e-06,1.61869240481959e-06,169305.237463154,170518.966905807,0.173648297597683,0.185059301760869,2.27616527272298e-06,199639.920946228,0.140498757563549,6730.24155915654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","I2759","V",200,TRUE,"logistic",FALSE,FALSE,0,9.81346026234115e-07,198112.018573109,0.0673599130822109,2145.41644870258,1.63113225407021e-08,635.145995188982,0.00192850421827475,9.5451390065466e-07,1.00817815181357e-06,197067.203411023,199156.833735195,0.0641875236431489,0.0705323025212728,9.49375834054339e-07,1.01331621841389e-06,196867.132422539,199356.90472368,0.0635800448143924,0.0711397813500294,1.15907377617944e-06,201966.717022381,0.0566715873937707,2514.62266711188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","I2713","V",0,TRUE,"gompertz",FALSE,FALSE,0,4.79442043277636e-06,-20924.2946296435,0.433557609920636,98092.2976653204,2.1556363697641e-07,2384.90381102604,0.00287209739434969,4.43981824995017e-06,5.14902261560256e-06,-24847.4613987813,-17001.1278605056,0.42883300970693,0.438282210134341,4.3719157043026e-06,5.21692516125013e-06,-25598.7060992545,-16249.8831600324,0.42792829902771,0.439186920813561,2.08863512908767e-05,6613.39482997002,0.47347812298861,97944.681596622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","I2713","V",10,TRUE,"gompertz",FALSE,FALSE,0,1.3307440084572e-05,13998.9464896726,0.38541973930684,88863.241734086,5.38186426148338e-07,640.077946997568,0.00143020466755693,1.2422123413558e-05,1.4192756755586e-05,12946.0182668616,15051.8747124836,0.383067052628709,0.387772425984971,1.22525946893213e-05,1.43622854798228e-05,12744.3937135574,15253.4992657879,0.382616538158429,0.388222940455252,2.76536028855076e-05,19887.5164439538,0.424300685919158,88805.0421423951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","I2713","V",25,TRUE,"gompertz",FALSE,FALSE,0,1.18200384270632e-05,54431.0071657707,0.353332080616568,66988.4198460513,3.15918368643759e-07,435.044929851876,0.000987306264969753,1.13003527106442e-05,1.23397241434822e-05,53715.3582561643,55146.656075377,0.351707961810693,0.354956199422443,1.12008384245214e-05,1.24392384296049e-05,53578.319103261,55283.6952282803,0.351396960337227,0.355267200895909,2.31221674408842e-05,60246.3574266723,0.38072267812747,67082.5280118606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","I2713","V",50,TRUE,"gompertz",FALSE,FALSE,0,8.21887394980588e-06,102440.25814613,0.318817915100689,43492.7749310953,1.68444939518132e-07,425.567230762797,0.000987331723261669,7.94178202429855e-06,8.49596587531321e-06,101740.200051525,103140.316240735,0.317193754415923,0.320442075785454,7.88872186835034e-06,8.54902603126142e-06,101606.146373835,103274.369918425,0.316882744923096,0.320753085278281,1.61232076328706e-05,109451.635660686,0.33805812804977,43667.5794277056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","I2713","V",100,TRUE,"gompertz",FALSE,FALSE,0,4.19253488999817e-06,63106.0731048019,0.345381763294621,52007.4201909964,7.5313345465747e-08,751.513788965813,0.00156837545882945,4.06864443670702e-06,4.31642534328933e-06,61869.8329219532,64342.3132876507,0.342801785664847,0.347961740924396,4.04492073288531e-06,4.34014904711104e-06,61633.1060784289,64579.0401311749,0.342307747395316,0.348455779193927,8.24817638790737e-06,76919.7057038305,0.369811616153502,51985.6084550604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","I2713","V",200,TRUE,"gompertz.exp",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79725969463208e-07,242779.091209429,0.001486127440158,20.8495848576913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
